voucher_id,대변,차변,difference,is_balanced
JV2026081220,759000,759000,0,True
JV2026081221,17072000,17072000,0,True
JV2026081222,2904000,2904000,0,True
JV2026081223,9603000,9603000,0,True
JV2026081224,539000,539000,0,True
JV2026081225,1584000,1584000,0,True
JV2026081226,374000,374000,0,True
JV2026081227,682000,682000,0,True
JV2026081229,9383000,9383000,0,True
JV2026081230,4268000,4268000,0,True
JV2026081231,627000,627000,0,True
JV2026081232,13750000,13750000,0,True
JV2026081233,6831000,6831000,0,True
JV2026081234,1507000,1507000,0,True
JV2026081235,5665000,5665000,0,True
JV2026081236,3960000,3960000,0,True
JV2026081237,1254000,1254000,0,True
JV2026081238,4202000,4202000,0,True
JV2026081239,517000,517000,0,True
JV2026081240,4411000,4411000,0,True
JV2026081241,3399000,3399000,0,True
JV2026081242,5005000,5005000,0,True
JV2026081243,4686000,4686000,0,True
JV2026081244,1650000,1650000,0,True
JV2026081245,660000,660000,0,True
JV2026081246,1199000,1199000,0,True
JV2026081248,10560000,10560000,0,True
JV2026081249,726000,726000,0,True
JV2026081250,3773000,3773000,0,True
JV2026081252,1210000,1210000,0,True
JV2026081254,16533000,16533000,0,True
JV2026081255,792000,792000,0,True
JV2026081256,1628000,1628000,0,True
JV2026081257,2717000,2717000,0,True
JV2026081258,638000,638000,0,True
JV2026081259,3454000,3454000,0,True
JV2026081260,418000,418000,0,True
JV2026081261,1298000,1298000,0,True
JV2026081262,3223000,3223000,0,True
JV2026081263,902000,902000,0,True
JV2026081264,8162000,8162000,0,True
JV2026081265,1056000,1056000,0,True
JV2026081266,18392000,18392000,0,True
JV2026081268,45375000,45375000,0,True
JV2026081269,187000,187000,0,True
JV2026081270,6490000,6490000,0,True
JV2026081271,8448000,8448000,0,True
JV2026081272,913000,913000,0,True
JV2026081273,7953000,7953000,0,True
JV2026081274,1991000,1991000,0,True
JV2026081275,20306000,20306000,0,True
JV2026081276,2398000,2398000,0,True
JV2026081277,3905000,3905000,0,True
JV2026081278,4994000,4994000,0,True
JV2026081279,9812000,9812000,0,True
JV2026081280,4697000,4697000,0,True
JV2026081281,6875000,6875000,0,True
JV2026081282,814000,814000,0,True
JV2026081283,6523000,6523000,0,True
JV2026081284,9999000,9999000,0,True
JV2026081285,2497000,2497000,0,True
JV2026081287,1925000,1925000,0,True
JV2026081288,1386000,1386000,0,True
JV2026081290,5423000,5423000,0,True
JV2026081291,11011000,11011000,0,True
JV2026081292,803000,803000,0,True
JV2026081293,935000,935000,0,True
JV2026081294,17809000,17809000,0,True
JV2026081295,693000,693000,0,True
JV2026081296,968000,968000,0,True
JV2026081297,1100000,1100000,0,True
JV2026081298,1012000,1012000,0,True
JV2026081299,1760000,1760000,0,True
JV2026081300,22682000,22682000,0,True
JV2026081301,2981000,2981000,0,True
JV2026081302,6314000,6314000,0,True
JV2026081303,286000,286000,0,True
JV2026081305,1100000,1100000,0,True
JV2026081306,18799000,18799000,0,True
JV2026081307,21758000,21758000,0,True
JV2026081308,28171000,28171000,0,True
JV2026081309,2035000,2035000,0,True
JV2026081310,20262000,20262000,0,True
JV2026081311,6336000,6336000,0,True
JV2026081312,1342000,1342000,0,True
JV2026081313,3157000,3157000,0,True
JV2026081314,1397000,1397000,0,True
JV2026081316,46552000,46552000,0,True
JV2026081317,19503000,19503000,0,True
JV2026081318,3850000,3850000,0,True
JV2026081319,14982000,14982000,0,True
JV2026081320,6336000,6336000,0,True
JV2026081321,5929000,5929000,0,True
JV2026081323,242000,242000,0,True
JV2026081324,957000,957000,0,True
JV2026081325,2475000,2475000,0,True
JV2026081326,5478000,5478000,0,True
JV2026081327,506000,506000,0,True
JV2026081328,12166000,12166000,0,True
JV2026081329,15235000,15235000,0,True
JV2026081331,4499000,4499000,0,True
JV2026081332,2266000,2266000,0,True
JV2026081333,6655000,6655000,0,True
JV2026081334,3883000,3883000,0,True
JV2026081335,14773000,14773000,0,True
JV2026081336,7898000,7898000,0,True
JV2026081337,3322000,3322000,0,True
JV2026081338,13112000,13112000,0,True
JV2026081339,1320000,1320000,0,True
JV2026081340,7040000,7040000,0,True
JV2026081341,5159000,5159000,0,True
JV2026081342,18898000,18898000,0,True
JV2026081343,4697000,4697000,0,True
JV2026081344,15983000,15983000,0,True
JV2026081346,7128000,7128000,0,True
JV2026081347,3729000,3729000,0,True
JV2026081348,3465000,3465000,0,True
JV2026081350,9416000,9416000,0,True
JV2026081351,13090000,13090000,0,True
JV2026081352,52998000,52998000,0,True
JV2026081354,8459000,8459000,0,True
JV2026081355,9768000,9768000,0,True
JV2026081356,352000,352000,0,True
JV2026081357,5049000,5049000,0,True
JV2026081358,4675000,4675000,0,True
JV2026081359,3553000,3553000,0,True
JV2026081360,16995000,16995000,0,True
JV2026081361,8613000,8613000,0,True
JV2026081362,5500000,5500000,0,True
JV2026081363,2409000,2409000,0,True
JV2026081364,4224000,4224000,0,True
JV2026081365,935000,935000,0,True
JV2026081366,1958000,1958000,0,True
JV2026081367,20471000,20471000,0,True
JV2026081368,2178000,2178000,0,True
JV2026081369,1518000,1518000,0,True
JV2026081370,14003000,14003000,0,True
JV2026081371,5291000,5291000,0,True
JV2026081375,6853000,6853000,0,True
JV2026081376,1749000,1749000,0,True
JV2026081377,6809000,6809000,0,True
JV2026081378,5478000,5478000,0,True
JV2026081379,4565000,4565000,0,True
JV2026081380,16236000,16236000,0,True
JV2026081381,3685000,3685000,0,True
JV2026081382,6600000,6600000,0,True
JV2026081383,1881000,1881000,0,True
JV2026081384,1419000,1419000,0,True
JV2026081385,17864000,17864000,0,True
JV2026081386,18865000,18865000,0,True
JV2026081387,990000,990000,0,True
JV2026081388,7601000,7601000,0,True
JV2026081389,1276000,1276000,0,True
JV2026081390,1056000,1056000,0,True
JV2026081391,2915000,2915000,0,True
JV2026081392,2662000,2662000,0,True
JV2026081393,4576000,4576000,0,True
JV2026081394,605000,605000,0,True
JV2026081395,3333000,3333000,0,True
JV2026081396,15477000,15477000,0,True
JV2026081397,1023000,1023000,0,True
JV2026081398,5302000,5302000,0,True
JV2026081400,3762000,3762000,0,True
JV2026081401,8624000,8624000,0,True
JV2026081402,4257000,4257000,0,True
JV2026081403,616000,616000,0,True
JV2026081404,13453000,13453000,0,True
JV2026081405,3366000,3366000,0,True
JV2026081406,2838000,2838000,0,True
JV2026081407,319000,319000,0,True
JV2026081408,1265000,1265000,0,True
JV2026081410,6534000,6534000,0,True
JV2026081411,8096000,8096000,0,True
JV2026081412,1320000,1320000,0,True
JV2026081413,627000,627000,0,True
JV2026081414,253000,253000,0,True
JV2026081415,14344000,14344000,0,True
JV2026081416,253000,253000,0,True
JV2026081417,1639000,1639000,0,True
JV2026081418,1397000,1397000,0,True
JV2026081419,6028000,6028000,0,True
JV2026081420,13398000,13398000,0,True
JV2026081421,1507000,1507000,0,True
JV2026081422,5060000,5060000,0,True
JV2026081423,110000,110000,0,True
JV2026081424,8646000,8646000,0,True
JV2026081425,50248000,50248000,0,True
JV2026081426,2013000,2013000,0,True
JV2026081427,8151000,8151000,0,True
JV2026081428,1100000,1100000,0,True
JV2026081429,1738000,1738000,0,True
JV2026081430,319000,319000,0,True
JV2026081431,4675000,4675000,0,True
JV2026081432,14982000,14982000,0,True
JV2026081433,627000,627000,0,True
JV2026081434,4477000,4477000,0,True
JV2026081435,1848000,1848000,0,True
JV2026081436,8448000,8448000,0,True
JV2026081437,473000,473000,0,True
JV2026081438,38214000,38214000,0,True
JV2026081439,46376000,46376000,0,True
JV2026081440,9757000,9757000,0,True
JV2026081442,4433000,4433000,0,True
JV2026081445,9724000,9724000,0,True
JV2026081446,4653000,4653000,0,True
JV2026081447,29337000,29337000,0,True
JV2026081448,51315000,51315000,0,True
JV2026081449,18194000,18194000,0,True
JV2026081450,1034000,1034000,0,True
JV2026081451,330000,330000,0,True
JV2026081452,484000,484000,0,True
JV2026081453,7931000,7931000,0,True
JV2026081454,1122000,1122000,0,True
JV2026081455,1496000,1496000,0,True
JV2026081456,6633000,6633000,0,True
JV2026081457,4862000,4862000,0,True
JV2026081458,7986000,7986000,0,True
JV2026081459,4785000,4785000,0,True
JV2026081460,4301000,4301000,0,True
JV2026081462,671000,671000,0,True
JV2026081464,231000,231000,0,True
JV2026081465,4939000,4939000,0,True
JV2026081466,2838000,2838000,0,True
JV2026081467,2618000,2618000,0,True
JV2026081468,5324000,5324000,0,True
JV2026081469,242000,242000,0,True
JV2026081471,5247000,5247000,0,True
JV2026081473,6930000,6930000,0,True
JV2026081474,4895000,4895000,0,True
JV2026081475,5951000,5951000,0,True
JV2026081477,616000,616000,0,True
JV2026081478,2607000,2607000,0,True
JV2026081479,3883000,3883000,0,True
JV2026081480,7656000,7656000,0,True
JV2026081481,40524000,40524000,0,True
JV2026081482,3080000,3080000,0,True
JV2026081483,561000,561000,0,True
JV2026081484,11473000,11473000,0,True
JV2026081485,2585000,2585000,0,True
JV2026081486,242000,242000,0,True
JV2026081487,264000,264000,0,True
JV2026081488,3619000,3619000,0,True
JV2026081490,1639000,1639000,0,True
JV2026081491,7183000,7183000,0,True
JV2026081492,737000,737000,0,True
JV2026081493,17886000,17886000,0,True
JV2026081494,8459000,8459000,0,True
JV2026081495,242000,242000,0,True
JV2026081496,10186000,10186000,0,True
JV2026081497,4235000,4235000,0,True
JV2026081498,561000,561000,0,True
JV2026081499,6688000,6688000,0,True
JV2026081500,7447000,7447000,0,True
